@RELATION RealFinal

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE class {B,W}

@DATA
10,0,1,0,1,0.0,2,0,6,1,5,320.0,1,1,1,2,1,2054.0,19980317,2,W
11,0,1,0,0,0.0,0,0,7,0,7,80.0,2,2,1,4,1,84403.0,19990204,2,W
10,0,2,0,0,0.0,0,0,4,0,4,14420.0,1,1,1,4,4,14414.75,-1,29,W
15,0,1,1,0,0.0,0,0,11,0,6,3620.0,1,1,1,4,1,2574.5,20060418,2,W
14,0,1,0,0,0.0,0,0,10,0,10,80.0,1,1,1,4,1,114419.75,19990201,2,W
8,0,1,0,4,0.0,1,0,4,4,3,620.0,1,1,1,2,1,121664.0,20041121,2,B
12,0,1,0,0,0.0,0,0,8,0,8,578.0,2,2,2,4,1,104988.75,20050308,2,W
14,0,2,0,0,0.0,0,0,8,0,8,620.0,1,1,1,2,1,20770.0,-1,11,W
14,0,1,0,0,0.0,0,0,10,0,10,80.0,1,1,1,4,1,72366.25,20060902,11,W
12,0,1,0,0,0.0,0,0,8,0,8,10820.0,1,1,1,8,1,51489.125,20040510,44,W
13,0,1,0,0,0.0,0,0,9,0,9,310.0,2,2,1,2,1,38714.5,20130316,2,W
8,0,1,0,1,0.0,2,0,4,1,3,620.0,1,1,1,4,1,49209.5,20050624,8,W
10,0,1,0,0,0.0,0,0,6,0,6,5486.0,1,1,1,4,5,4049.5,20031128,8,W
19,0,1,0,0,0.0,0,0,15,0,15,7220.0,1,1,1,2,1,3268.0,19980522,33,W
9,0,1,0,0,0.0,0,0,6,0,6,320.0,5,1,1,2,1,22906.5,-1,2,W
12,0,2,0,0,0.0,0,0,6,0,6,84.0,1,1,1,3,2,283.0,-1,4,W
25,0,3,0,10,0.0,1,0,10,10,6,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,12,0,12,3615.0,1,1,1,4,1,1971.0,-1,4,W
6,0,1,0,0,0.0,0,0,3,0,3,86420.0,1,1,1,3,2,29616.333333333332,-1,13,W
18,0,2,0,4,0.0,1,0,8,4,5,196.5,1,1,1,1,1,61.0,-1,8,B
18,0,1,0,0,0.0,0,0,14,0,14,320.0,2,1,1,2,1,71121.5,20110418,2,W
15,0,1,0,0,0.0,0,0,11,0,11,14420.0,1,1,1,2,1,14417.0,20030808,44,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,320.0,2,1,1,2,1,56476.5,20140602,2,W
14,0,1,0,1,0.0,2,0,10,1,6,320.0,1,1,1,4,1,125812.0,20120627,2,W
13,0,1,0,0,0.0,0,0,9,0,9,80.0,1,1,1,4,2,8309.0,-1,2,W
11,0,2,0,0,0.0,0,0,4,0,4,620.0,1,1,1,2,1,111.0,-1,8,W
10,0,1,0,0,0.0,0,0,6,0,6,1825.0,1,1,1,2,7,44198.5,20050209,8,W
6,0,1,0,0,0.0,0,0,3,0,3,3620.0,2,1,1,3,1,33943.666666666664,19970327,2,W
16,0,1,0,0,0.0,0,0,12,0,12,606.0,1,1,1,2,1,134655.0,20130717,2,W
12,0,1,0,0,0.0,0,0,9,0,9,320.0,2,1,1,2,1,17100.5,20140208,2,W
12,0,1,0,0,0.0,0,0,9,0,9,318.0,2,1,1,2,1,76540.0,-1,2,W
16,0,1,0,0,0.0,0,0,12,0,12,14415.0,1,1,1,2,1,14399.0,20100429,2,W
12,0,1,0,0,0.0,0,0,8,0,8,70.0,3,3,1,4,1,75594.0,-1,2,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,1,14417.0,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,3620.0,1,1,1,4,2,3611.75,-1,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,80.0,1,1,1,4,1,83508.5,19980430,2,W
11,0,1,0,0,0.0,0,0,7,0,7,380.0,1,1,1,4,1,376.25,20000303,22,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,2,1,1,3,1,9652.333333333334,-1,2,W
12,0,1,0,0,0.0,0,0,8,0,8,1820.0,1,1,1,3,1,1807.0,19950523,2,W
6,0,1,0,0,0.0,0,0,3,0,3,615.0,1,1,1,3,1,714.6666666666666,-1,20,W
12,0,2,0,0,0.0,0,0,6,0,6,3620.0,1,1,1,7,7,32968.142857142855,-1,5,W
21,0,1,1,0,0.0,0,0,18,0,11,320.0,5,1,1,2,1,49897.0,-1,2,W
9,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,1,2597.0,20000114,8,W
11,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,2,2,46814.0,-1,12,W
7,0,1,0,0,0.0,0,0,3,0,3,7220.0,2,1,1,3,2,1913.0,19940901,8,W
7,0,1,0,3,0.0,1,0,3,3,3,350.0,1,1,1,2,7,63.0,19980519,8,B
11,0,1,0,0,0.0,0,0,8,0,8,-1,0,0,0,3,4,62106.666666666664,-1,0,W
6,0,1,0,0,0.0,0,0,3,0,3,320.0,2,2,1,3,2,316.6666666666667,19950131,2,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,1,14420.0,-1,0,B
13,0,1,0,5,0.0,3,0,9,4,4,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,513.0,1,1,1,4,1,61074.5,19960408,2,W
12,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,2,1,116899.5,20060717,5,W
9,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,1,99934.5,20031220,2,W
11,0,2,0,0,0.0,0,0,4,0,4,320.0,5,5,1,2,1,70612.0,-1,2,W
17,0,1,0,0,0.0,0,0,13,0,13,-1,0,0,0,2,3,268.0,20141231,0,W
37,0,2,0,4,0.0,3,0,20,3,17,-1,0,0,0,0,0,-1,-1,0,B
18,0,2,0,3,0.0,3,0,8,2,8,-1,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,5,0,5,80.0,2,2,1,4,1,67151.0,19921120,2,W
16,0,1,0,0,0.0,0,0,12,0,12,3620.0,1,1,1,6,1,63491.0,20091014,2,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
27,0,2,0,6,0.0,3,0,19,3,16,-1,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,3620.0,2,1,1,4,1,3604.5,20050624,2,W
8,0,1,0,0,0.0,0,0,4,0,4,40.0,1,1,1,2,2,3617.0,-1,2,W
14,0,1,0,0,0.0,0,0,10,0,10,620.0,1,1,1,2,1,92435.5,20040407,2,W
9,0,1,0,0,0.0,0,0,6,0,6,620.0,1,1,1,6,1,37872.666666666664,-1,2,W
14,0,1,0,0,0.0,0,0,10,0,10,3620.0,2,1,1,2,1,3606.5,-1,2,W
12,0,1,0,0,0.0,0,0,8,0,8,86420.0,1,1,1,6,1,2126.5,20090528,5,W
11,0,1,0,0,0.0,0,0,8,0,8,1810.0,1,1,1,3,1,6010.333333333333,-1,4,W
13,0,1,0,0,0.0,0,0,10,0,10,320.0,2,2,1,2,1,29956.0,-1,2,W
20,0,1,0,0,0.0,0,0,16,0,16,14420.0,1,1,1,2,1,14417.0,-1,2,W
8,0,1,0,0,0.0,0,0,4,0,4,21620.0,1,1,1,3,1,21609.0,19970225,20,W
15,0,2,0,4,0.0,1,0,6,4,6,-1,0,0,0,0,0,-1,-1,0,B
19,1,3,1,15,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,1,0.0,2,0,7,1,5,80.0,1,1,1,2,1,65859.5,20080501,2,W
11,0,1,1,0,0.0,0,0,7,0,3,-1,0,0,0,2,1,3680.0,20070612,0,W
8,0,1,0,0,0.0,0,0,4,0,4,1820.0,2,2,1,4,2,181172.25,19971103,2,W
14,0,1,0,0,0.0,0,0,11,0,11,14420.0,1,1,1,4,4,2770.25,-1,3,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,1,1,1,3,2,274.0,20080303,2,W
15,0,1,0,0,0.0,0,0,11,0,11,320.0,1,1,1,2,1,35804.0,20060131,2,W
22,0,2,0,5,0.0,1,0,9,5,9,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,80.0,1,1,1,4,1,87570.5,19960918,2,W
15,0,2,0,5,0.0,1,0,6,5,6,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,9,5,34429.0,19970620,2,W
15,0,2,0,4,0.0,1,0,6,4,6,-1,0,0,0,0,0,-1,-1,0,B
21,0,3,0,3,0.0,1,0,10,3,10,3620.0,1,1,1,0,0,-1,-1,8,B
14,0,1,0,3,0.0,6,0,10,1,3,-1,0,0,0,2,1,613.0,20141219,0,W
6,0,1,0,0,0.0,0,0,3,0,3,86420.0,1,1,1,2,1,315.5,-1,13,W
12,0,1,0,0,0.0,0,0,8,0,8,14420.0,1,1,1,2,1,14411.0,20130107,2,W
14,0,1,0,0,0.0,0,0,10,0,10,86420.0,1,1,1,6,2,65511.0,19990308,2,W
13,0,1,0,0,0.0,0,0,10,0,10,620.0,1,1,1,2,2,614.0,-1,11,W
16,0,1,0,0,0.0,0,0,12,0,12,3616.0,2,2,1,4,1,27680.0,20080903,2,W
8,0,1,0,0,0.0,0,0,4,0,4,3620.0,1,1,1,2,1,1099.5,19970710,2,W
8,0,1,0,0,0.0,0,0,4,0,4,3620.0,1,1,1,6,2,37313.0,19970603,2,W
15,0,2,0,4,0.0,3,0,6,3,5,620.0,1,1,2,0,0,-1,-1,8,B
14,0,3,0,3,0.0,1,0,4,3,4,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,320.0,1,1,1,7,11,98657.28571428571,19931025,2,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,2,1,1,2,1,12265.5,-1,2,W
13,0,1,0,0,0.0,0,0,10,0,10,920.0,1,1,1,3,3,3607.0,-1,4,W
9,0,1,0,0,0.0,0,0,6,0,6,920.0,1,1,1,2,1,73793.0,-1,12,W
15,0,2,0,7,0.0,5,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,2,1,203.0,19970128,8,W
18,0,1,2,0,0.0,0,0,15,0,6,86410.0,2,1,1,3,1,86411.66666666667,-1,46,W
17,0,1,0,0,0.0,0,0,13,0,13,320.0,1,1,1,3,0,3538.0,19990916,4,W
16,0,1,0,0,0.0,0,0,12,0,12,320.0,2,1,1,2,1,52242.5,20120308,2,W
19,0,1,0,0,0.0,0,0,16,0,16,86420.0,1,1,1,2,2,1790.0,-1,20,W
11,0,1,0,0,0.0,0,0,8,0,8,620.0,1,1,1,3,1,35834.0,-1,20,W
11,0,1,0,0,0.0,0,0,7,0,7,3299.0,1,1,1,2,1,35921.5,20040520,51,W
20,0,2,0,3,0.0,1,0,10,3,10,-1,0,0,0,0,0,-1,-1,0,B
18,0,3,0,6,0.0,5,0,5,3,4,-1,0,0,0,0,0,-1,-1,0,B
13,0,2,0,8,0.0,3,0,5,4,2,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,43220.0,1,1,1,4,1,18606.0,19950921,2,W
14,0,2,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,3,2,2145.3333333333335,-1,1,W
10,0,1,0,6,0.0,1,0,6,6,3,366.0,2,1,1,6,4,297.5,20140518,2,B
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,2,2,234.5,20090318,8,W
9,0,1,0,0,0.0,0,0,6,0,6,79.0,1,1,1,3,2,157.0,-1,2,W
20,0,1,0,0,0.0,0,0,16,0,16,320.0,1,1,1,6,1,2221.6666666666665,20010221,2,W
15,0,2,0,2,0.0,1,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
16,0,2,0,3,0.0,3,0,7,2,7,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,2,1,112380.5,20120826,4,W
10,0,1,0,0,0.0,0,0,6,0,6,86420.0,1,1,1,6,1,1372.6666666666667,20060908,2,W
15,0,1,0,11,0.0,1,0,11,11,3,-1,0,0,0,0,0,-1,-1,0,B
12,0,2,0,3,0.0,1,0,5,3,5,-1,0,0,0,0,0,-1,-1,0,B
10,0,2,0,0,0.0,0,0,3,0,3,128.0,1,1,1,2,1,1764.5,-1,8,W
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,2,1,11563.0,19970205,2,W
22,0,2,0,0,0.0,0,0,11,0,11,65.0,1,1,1,1,1,32.0,-1,2,W
15,0,1,0,0,0.0,0,0,11,0,11,86020.0,1,1,1,6,1,912.0,20020724,2,W
10,0,1,0,0,0.0,0,0,7,0,7,7215.0,1,1,1,2,2,86413.0,-1,27,W
6,0,1,0,1,0.0,2,0,3,1,3,3620.0,1,1,1,7,2,33867.28571428572,19990107,2,W
12,0,1,0,0,0.0,0,0,8,0,8,620.0,1,1,1,4,3,97216.25,20000727,2,W
8,0,1,0,4,0.0,1,0,4,4,3,140.0,1,1,1,2,7,126753.5,20030414,8,B
11,0,2,0,0,0.0,0,0,5,0,5,-1,0,0,0,6,4,18605.166666666668,-1,0,W
6,0,1,0,0,0.0,0,0,3,0,3,10820.0,1,1,1,3,2,203.0,-1,2,W
10,0,1,0,0,0.0,0,0,7,0,7,620.0,1,1,1,6,1,43547.833333333336,-1,2,W
17,0,1,0,0,0.0,0,0,13,0,13,320.0,2,1,1,2,1,72119.0,20080428,2,W
14,0,1,0,0,0.0,0,0,10,0,10,76.0,1,1,1,4,1,124475.25,20071214,2,W
11,0,1,0,3,0.0,1,0,7,3,4,-1,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,620.0,1,1,1,2,9,63217.0,19981105,8,W
15,0,1,0,0,0.0,0,0,11,0,11,320.0,1,1,1,3,2,317.6666666666667,20100813,4,W
9,0,1,0,1,0.0,2,0,5,1,3,320.0,2,2,1,2,1,34626.5,20070121,2,W
11,0,1,0,0,0.0,0,0,7,0,7,7220.0,1,1,1,4,1,112469.75,-1,2,W
14,0,2,0,4,0.0,3,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,5,0.0,1,0,6,5,6,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,3609.0,1,1,1,3,3,3609.6666666666665,19960516,7,W
10,0,1,0,6,0.0,1,0,6,6,3,620.0,1,1,1,0,0,-1,20130603,8,B
7,0,1,0,0,0.0,0,0,4,0,4,14420.0,1,1,1,2,1,127845.5,-1,55,W
9,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,1,2,1,40851.5,19990211,2,W
15,0,1,0,0,0.0,0,0,11,0,11,80.0,1,1,1,4,1,57738.5,20040522,2,W
18,0,1,1,0,0.0,0,0,14,0,9,14420.0,1,1,1,3,3,14417.333333333334,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,4,1,115309.25,19950104,43,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,7,0,7,3619.0,1,1,1,4,1,158474.0,-1,4,W
22,0,1,1,0,0.0,0,0,18,0,9,920.0,1,1,1,2,1,3021.0,20140626,20,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,1,1,1,4,1,542.0,19960604,20,W
16,0,1,0,0,0.0,0,0,12,0,12,3620.0,3,2,1,4,1,2803.75,19970317,2,W
15,0,1,1,0,0.0,0,0,11,0,7,-1,0,0,0,2,3,145.0,20150106,0,W
22,0,2,0,3,0.0,1,0,14,3,14,-1,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,4099.0,1,1,1,2,1,17570.5,20081110,2,W
17,0,1,0,0,0.0,0,0,13,0,13,620.0,1,1,1,4,1,61457.25,20130430,2,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,4,2,1,4,1,42618.25,20080904,2,W
15,0,1,0,0,0.0,0,0,11,0,11,320.0,1,1,1,4,1,59137.0,20050314,2,W
18,0,3,0,3,0.0,3,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
20,0,3,0,5,0.0,1,0,7,3,7,-1,0,0,0,0,0,-1,-1,0,B
21,0,2,0,9,0.0,1,0,9,9,7,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,4,1,61067.5,20090626,11,W
7,0,1,0,1,0.0,2,0,3,1,3,86420.0,1,1,1,7,12,29212.571428571428,19941129,2,W
11,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,5,3,11314.0,-1,4,W
9,0,1,0,0,0.0,0,0,5,0,5,320.0,4,4,1,4,1,62340.25,19940517,2,W
9,0,1,0,1,0.0,2,0,5,1,4,86420.0,1,1,1,2,2,4574.5,20060728,27,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
13,0,2,0,7,0.0,3,0,5,4,2,-1,0,0,0,0,0,-1,-1,0,B
17,0,1,0,0,0.0,0,0,13,0,13,3620.0,5,3,1,4,1,736.25,20061218,2,W
10,0,2,0,0,0.0,0,0,3,0,3,424.44444444444446,6,4,1,3,1,79.42261904761905,-1,8,W
19,0,1,0,0,0.0,0,0,15,0,15,80.0,1,1,1,4,1,63188.25,20070925,2,W
9,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,1,3,11,2221.3333333333335,19990907,2,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
16,0,1,0,0,0.0,0,0,12,0,12,320.0,2,2,1,2,1,45275.5,20131126,2,W
12,0,1,0,0,0.0,0,0,9,0,9,320.0,5,5,1,2,1,50045.0,-1,2,W
14,0,1,0,0,0.0,0,0,11,0,11,920.0,3,1,1,3,2,915.0,-1,6,W
12,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,3,2,371.0,-1,15,W
11,0,2,0,0,0.0,0,0,4,0,4,3620.0,1,1,1,4,2,12710.0,-1,16,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,2,2,1,2,1,7429.5,20000502,2,W
16,0,1,0,0,0.0,0,0,12,0,12,3620.0,2,1,1,4,1,27562.5,20040306,2,W
19,0,1,0,0,0.0,0,0,15,0,15,172820.0,1,1,1,6,1,1905.1666666666667,19950727,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,1,86418.0,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,86420.0,1,1,1,3,2,2879.0,20120405,1,W
12,0,1,0,0,0.0,0,0,8,0,8,475.3333333333333,2,1,1,1,1,388.0,-1,8,W
15,0,2,0,1,0.0,2,0,8,1,6,620.0,1,1,1,2,1,2478.0,-1,8,W
21,0,2,0,10,0.0,1,0,10,10,6,-1,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,320.0,1,1,1,2,1,86412.5,19940823,2,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
7,0,1,0,0,0.0,0,0,4,0,4,86420.0,1,1,1,3,2,57885.333333333336,-1,4,W
13,0,2,0,6,0.0,3,0,5,5,3,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,47.0,2,1,1,2,1,37477.0,19910623,2,W
15,0,2,0,5,0.0,5,0,6,2,5,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,320.0,2,1,1,2,1,83149.0,20000105,2,W
16,0,1,0,0,0.0,0,0,12,0,12,3620.0,1,1,1,5,2,4027.8,-1,2,W
12,0,2,0,0,0.0,0,0,5,0,5,320.0,1,1,1,2,2,317.5,-1,2,W
9,0,1,0,0,0.0,0,0,6,0,6,80.0,1,1,1,4,1,67083.5,-1,2,W
14,0,2,0,4,0.0,3,0,5,3,5,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,3,0.0,3,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,417.0,3,1,1,3,1,3148.0,19970624,6,W
10,0,1,0,0,0.0,0,0,6,0,6,3620.0,1,1,1,3,2,49249.0,20040314,2,W
10,0,2,0,0,0.0,0,0,3,0,3,1820.0,1,1,1,0,0,-1,-1,23,W
7,0,1,0,0,0.0,0,0,3,0,3,620.0,1,1,1,4,2,70667.75,19980923,2,W
10,0,1,0,0,0.0,0,0,6,0,6,1820.0,1,1,1,2,1,93398.5,20071218,2,W
14,0,2,0,5,0.0,5,0,5,3,4,-1,0,0,0,0,0,-1,-1,0,B
16,0,1,0,0,0.0,0,0,13,0,13,320.0,2,1,1,2,1,56668.5,-1,2,W
22,0,1,0,0,0.0,0,0,18,0,18,3620.0,1,1,1,2,1,3577.5,20071102,7,W
9,0,1,0,3,0.0,2,0,5,3,3,3620.0,1,1,1,2,2,3606.5,20040925,5,W
18,0,2,0,8,0.0,3,0,8,5,5,-1,0,0,0,0,0,-1,-1,0,B
19,0,3,0,3,0.0,1,0,6,3,6,-1,0,0,0,0,0,-1,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,28820.0,1,1,1,2,1,2009.5,19950608,1,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,320.0,1,1,1,4,1,1804.25,-1,2,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,38420.0,1,1,1,3,2,25851.333333333332,20090407,2,W
10,0,1,0,0,0.0,0,0,6,0,6,50.0,1,1,1,2,2,50.0,20120229,2,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,4,2,7216.0,20000203,20,W
15,0,1,0,0,0.0,0,0,11,0,11,86420.0,2,2,1,6,11,1416.1666666666667,19981007,2,W
14,0,2,0,0,0.0,0,0,7,0,7,88.0,1,1,1,3,3,2029.0,-1,8,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
11,0,1,1,0,0.0,0,0,7,0,3,-1,0,0,0,4,1,84573.0,20141107,0,W
12,0,1,0,0,0.0,0,0,8,0,8,40.0,2,1,1,6,1,47244.666666666664,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,7210.0,1,1,1,4,2,1235.0,19980309,9,W
18,0,2,0,6,0.0,3,0,9,3,6,-1,0,0,0,0,0,-1,-1,0,B
16,0,3,0,3,0.0,1,0,5,3,4,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,43220.0,1,1,1,2,1,21405.0,-1,20,W
13,0,1,0,0,0.0,0,0,9,0,9,620.0,2,1,1,2,1,103.0,20030328,2,W
11,0,1,0,0,0.0,0,0,7,0,7,315.0,2,1,1,2,1,55813.0,20070312,2,W
11,0,1,0,0,0.0,0,0,8,0,8,620.0,1,1,1,6,7,4736.666666666667,-1,6,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,5,1,1,2,1,60593.5,20131127,2,W
15,0,1,0,1,0.0,2,0,11,1,9,620.0,1,1,1,2,1,89278.5,20110412,4,W
13,0,2,0,2,0.0,1,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,80.0,1,1,1,4,1,44871.75,20000112,2,W
14,0,1,0,0,0.0,0,0,10,0,10,3619.0,1,1,1,2,1,1802.0,20050523,2,W
19,0,2,0,0,0.0,0,0,13,0,13,86420.0,1,1,1,2,4,14691.0,20090522,5,W
21,0,1,0,0,0.0,0,0,17,0,17,320.0,1,1,1,6,11,88445.83333333333,19981118,2,W
32,0,2,0,4,0.0,3,0,23,3,20,620.0,1,1,1,0,0,-1,-1,2,B
21,0,1,0,0,0.0,0,0,17,0,17,320.0,1,1,1,2,1,46236.5,20000104,2,W
7,0,1,0,0,0.0,0,0,3,0,3,3620.0,1,1,1,5,4,15753.6,-1,2,W
9,0,1,0,0,0.0,0,0,6,0,6,315.0,2,2,1,2,1,4027.0,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,80.0,2,2,1,4,1,115158.75,20000630,2,W
8,0,2,0,0,0.0,0,0,2,0,2,86410.0,1,1,1,2,1,86418.0,-1,37,W
12,0,2,0,3,0.0,3,0,4,2,3,3620.0,1,1,1,0,0,-1,-1,2,B
9,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,1,4,1,12108.0,20060115,2,W
15,0,1,0,0,0.0,0,0,11,0,11,21620.0,1,1,1,4,1,42186.5,-1,4,W
18,0,1,0,0,0.0,0,0,14,0,14,3620.0,1,1,1,2,1,3614.0,20090519,4,W
20,0,2,0,12,0.0,1,0,10,10,3,-1,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,6,0,6,26.0,2,1,1,2,7,43870.5,20030722,8,W
11,0,1,0,0,0.0,0,0,7,0,7,3620.0,1,1,1,4,1,72212.25,20080802,4,W
11,0,1,0,0,0.0,0,0,7,0,7,40.0,2,1,1,8,2,43234.25,20000306,28,W
23,0,2,0,10,0.0,1,0,10,10,8,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,80.0,3,3,1,4,1,67778.5,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,3,2,1126.6666666666667,20030316,2,W
14,0,1,0,0,0.0,0,0,11,0,11,620.0,14,3,2,2,2,912.5,-1,11,W
20,0,3,0,8,0.0,5,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
11,0,1,0,7,0.0,1,0,7,7,3,3620.0,1,1,1,6,4,380.6666666666667,20110528,2,B
18,0,1,0,0,0.0,0,0,14,0,14,12988.0,2,1,1,2,1,14415.0,20130810,2,W
6,0,1,0,0,0.0,0,0,3,0,3,320.0,1,1,1,4,1,77858.25,-1,2,W
18,0,1,0,0,0.0,0,0,14,0,14,8408.0,1,1,1,6,1,51643.5,20000323,2,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,5,0,5,50.0,1,1,1,2,2,46.0,20010905,9,W
11,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,5,5,6904.4,-1,6,W
10,0,1,0,0,0.0,0,0,7,0,7,320.0,2,1,1,2,1,55482.0,20100925,2,W
