@RELATION RealFinal

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE class {B,W}

@DATA
12,0,1,0,0,0.0,0,0,8,0,8,320.0,2,1,1,2,1,71995.0,-1,2,W
14,0,2,0,0,0.0,0,0,7,0,7,1820.0,2,2,1,3,1,3154.0,-1,16,W
19,0,1,0,0,0.0,0,0,15,0,15,79.0,1,1,1,4,1,67765.5,-1,2,W
12,0,2,0,0,0.0,0,0,5,0,5,1820.0,1,1,1,4,1,58099.0,-1,33,W
11,0,1,0,0,0.0,0,0,8,0,8,2652.0,6,5,5,4,3,10808.75,-1,4,W
8,0,1,0,1,0.0,2,0,4,1,3,-1,0,0,0,2,7,53751.5,20140912,0,W
15,0,2,0,7,0.0,1,0,6,5,4,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,9,0,9,320.0,2,1,1,2,1,45965.5,20110816,2,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,2,1,76131.0,20080514,2,W
13,0,1,0,0,0.0,0,0,9,0,9,310.0,5,1,1,2,1,436.5,20060106,2,W
17,0,1,0,0,0.0,0,0,13,0,13,40.0,2,1,1,8,2,53669.0,20040930,4,W
18,0,1,1,0,0.0,0,0,14,0,10,3238.0,1,1,1,3,2,31525.666666666668,20021212,2,W
15,0,1,0,0,0.0,0,0,11,0,11,3620.0,1,1,1,4,1,116938.5,19971209,2,W
13,0,2,0,0,0.0,0,0,7,0,7,32671.0,1,1,1,2,1,59538.0,-1,1,W
20,0,1,0,0,0.0,0,0,16,0,16,18020.0,2,2,1,2,1,122001.0,20090106,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
10,0,2,0,0,0.0,0,0,3,0,3,36026.666666666664,1,1,1,2,1,5422.0,-1,2,W
10,0,1,0,0,0.0,0,0,7,0,7,1820.0,2,2,2,12,5,28437.583333333332,-1,2,W
15,0,2,0,0,0.0,0,0,8,0,8,79.0,1,1,1,4,1,96242.0,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,310.0,5,1,1,2,1,30678.0,20101206,2,W
8,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,1,2,7,73163.0,-1,2,W
9,0,1,0,0,0.0,0,0,6,0,6,319.0,4,1,1,4,3,86413.5,-1,36,W
19,0,3,0,5,0.0,3,0,5,3,5,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,140.0,1,1,1,2,1,115.5,20080628,7,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
16,0,2,0,0,0.0,0,0,9,0,9,38420.0,1,1,1,6,2,43374.0,-1,41,W
15,0,2,0,3,0.0,5,0,5,1,5,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,10,0,10,86420.0,1,1,1,5,3,50788.8,-1,20,W
6,0,1,0,0,0.0,0,0,3,0,3,320.0,1,1,1,3,1,317.6666666666667,-1,36,W
21,0,2,0,5,0.0,3,0,9,4,9,920.0,1,1,1,0,0,-1,-1,2,B
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,310.0,1,1,1,2,1,311.5,20000815,13,W
16,0,1,0,0,0.0,0,0,12,0,12,14420.0,1,1,1,2,1,14414.0,20020210,5,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
7,0,1,0,0,0.0,0,0,3,0,3,3620.0,1,1,1,3,2,916.0,19950530,2,W
15,0,1,0,0,0.0,0,0,11,0,11,320.0,1,1,1,4,1,23806.0,20030325,2,W
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,2,2,1,2,1,7214.0,19980531,2,W
16,0,1,0,3,0.0,1,0,12,3,9,620.0,1,1,1,2,7,132670.5,20130803,28,B
7,0,1,0,2,0.0,1,0,4,2,2,620.0,1,1,1,2,7,92939.5,-1,2,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,43220.0,1,1,1,4,1,40810.25,19950822,25,W
17,0,1,0,0,0.0,0,0,13,0,13,310.0,1,1,1,2,1,32273.5,19970905,2,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,2,1,1,2,1,69598.0,20140820,2,W
15,0,1,0,0,0.0,0,0,11,0,11,40.0,1,1,1,7,2,43177.42857142857,19961130,2,W
14,0,1,0,0,0.0,0,0,10,0,10,80.0,3,2,1,4,1,72607.75,20100526,2,W
12,0,1,0,0,0.0,0,0,8,0,8,40.0,1,1,1,8,2,53975.25,20030911,2,W
10,0,1,0,2,0.0,1,0,6,2,4,620.0,1,1,1,1,1,-1,20131113,7,B
8,0,1,0,4,0.0,1,0,4,4,3,411.0,1,1,1,0,0,-1,20000212,2,B
23,0,2,0,0,0.0,0,0,17,0,17,86420.0,1,1,1,6,11,95132.0,-1,28,W
19,0,3,0,5,0.0,5,0,5,3,5,-1,0,0,0,0,0,-1,-1,0,B
19,0,3,0,4,0.0,3,0,5,3,5,-1,0,0,0,0,0,-1,-1,0,B
14,0,2,0,4,0.0,5,0,7,2,5,-1,0,0,0,0,0,-1,-1,0,B
19,0,3,0,10,0.0,1,0,5,5,4,-1,0,0,0,0,0,-1,-1,0,B
19,0,3,0,8,0.0,3,0,5,5,5,-1,0,0,0,2,2,277.5,-1,0,B
12,0,2,0,6,0.0,3,0,5,5,2,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,10,0,10,3615.0,1,1,1,4,2,4963.25,-1,20,W
10,0,1,0,4,0.0,1,0,6,4,3,-1,0,0,0,2,4,325.0,20140629,0,B
14,0,1,0,0,0.0,0,0,10,0,10,30.0,1,1,2,2,7,64900.0,20070914,8,W
14,0,1,0,0,0.0,0,0,10,0,10,-1,4,2,1,4,1,74879.5,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,80.0,3,3,1,4,1,114429.5,20040113,2,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,2,1,1,2,1,23597.5,20111012,2,W
11,0,1,0,0,0.0,0,0,8,0,8,86420.0,1,1,2,2,3,56411.0,-1,8,W
15,0,2,0,5,0.0,3,0,6,4,4,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,16409.0,2,1,1,3,4,110806.66666666667,20030917,2,W
14,0,1,0,0,0.0,0,0,10,0,10,188.0,2,2,1,4,1,139823.25,20050217,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,9,0,9,43220.0,1,1,1,2,1,21666.0,-1,20,W
14,0,1,0,0,0.0,0,0,10,0,10,80.0,1,1,1,4,1,68150.25,19960309,2,W
13,0,1,0,0,0.0,0,0,9,0,9,1818.0,1,1,1,3,1,375.0,20130315,2,W
10,0,1,0,3,0.0,1,0,6,3,3,-1,0,0,0,0,0,-1,-1,0,B
14,0,2,0,6,0.0,5,0,6,3,3,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,170.0,1,1,1,4,1,58447.5,20071226,2,W
13,0,1,0,0,0.0,0,0,9,0,9,10820.0,1,1,1,4,2,312.75,-1,2,W
15,0,2,0,0,0.0,0,0,8,0,8,7220.0,1,1,1,2,1,3612.5,-1,41,W
9,0,1,0,0,0.0,0,0,5,0,5,320.0,2,2,1,2,1,52974.5,20050428,2,W
9,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,1,8,2,35505.75,20050705,2,W
10,0,1,0,0,0.0,0,0,6,0,6,3620.0,1,1,1,4,1,114063.0,20021224,5,W
12,0,2,0,0,0.0,0,0,5,0,5,-1,0,0,0,2,1,2157.0,-1,0,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,2,2,1,2,1,26469.0,-1,2,W
11,0,1,0,3,0.0,1,0,6,3,4,80.0,1,1,1,2,1,559.0,20130903,42,B
12,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,3,1,10694.333333333334,-1,15,W
11,0,1,0,7,0.0,1,0,7,7,3,620.0,1,1,1,0,0,-1,20130527,2,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
27,0,2,0,8,0.0,3,0,17,6,11,-1,0,0,0,0,0,-1,-1,0,B
20,0,3,0,12,0.0,3,0,6,5,3,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,3,0.0,3,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,1220.0,1,1,1,2,1,1213.5,-1,34,W
10,0,1,0,0,0.0,0,0,6,0,6,1820.0,1,1,1,4,2,1793.75,-1,1,W
13,0,1,0,0,0.0,0,0,9,0,9,602.0,2,1,1,4,1,70837.75,20040126,5,W
20,0,1,0,0,0.0,0,0,16,0,16,3620.0,1,1,1,4,5,34376.25,20031207,2,W
13,0,2,0,0,0.0,0,0,7,0,7,3620.0,2,1,2,4,2,2037.25,-1,7,W
10,0,1,0,0,0.0,0,0,6,0,6,80.0,2,1,1,4,1,89944.5,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,86420.0,1,1,1,8,2,-1,19950504,2,W
5,0,1,0,0,0.0,0,0,2,0,2,740.0,3,1,1,4,1,4452.5,-1,6,W
17,0,2,0,0,0.0,0,0,10,0,10,86420.0,1,1,1,4,1,114426.75,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,1,1,1,5,5,65163.8,-1,2,W
18,0,1,0,0,0.0,0,0,14,0,14,40.0,1,1,1,6,1,55800.333333333336,20070223,2,W
13,0,1,0,0,0.0,0,0,9,0,9,1820.0,1,1,1,2,1,52609.0,19980929,2,W
8,0,1,0,0,0.0,0,0,4,0,4,1820.0,1,1,1,12,2,28328.333333333332,19951028,2,W
16,0,2,0,6,0.0,5,0,7,3,5,-1,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,5,0,5,453.3333333333333,2,1,1,2,9,87109.0,20120223,8,W
15,0,1,0,0,0.0,0,0,11,0,11,920.0,1,1,1,2,1,914.5,20010205,2,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,5,5,1,2,1,18841.5,20121013,2,W
15,0,1,0,0,0.0,0,0,12,0,12,320.0,1,1,1,3,1,80203.66666666667,-1,15,W
20,0,2,0,12,0.0,1,0,10,10,3,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,3,0.0,1,0,7,3,7,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,43220.0,1,1,1,3,1,50123.333333333336,19960626,2,W
11,0,1,0,0,0.0,0,0,7,0,7,620.0,1,1,1,5,3,8588.4,20090828,43,W
8,0,1,0,2,0.0,2,0,5,2,3,620.0,1,1,1,2,1,86418.0,-1,6,W
21,0,2,0,5,0.0,1,0,12,5,12,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,5,0.0,3,0,10,4,3,-1,0,0,0,0,0,-1,-1,0,B
18,0,1,0,0,0.0,0,0,14,0,14,50.0,1,1,1,2,1,27.0,20130918,9,W
14,0,2,0,0,0.0,0,0,8,0,8,7220.0,2,1,1,2,1,1684.0,-1,2,W
7,0,1,0,0,0.0,0,0,3,0,3,3620.0,1,1,1,2,1,3610.5,19910827,1,W
12,0,1,0,0,0.0,0,0,9,0,9,3620.0,2,2,2,4,2,3609.25,-1,12,W
12,0,2,0,3,0.0,1,0,5,3,5,-1,0,0,0,0,0,-1,-1,0,B
21,0,2,0,0,0.0,0,0,9,0,9,4842.666666666667,2,1,1,1,1,39.0,-1,2,W
7,0,1,0,0,0.0,0,0,4,0,4,620.0,1,1,2,3,3,32910.666666666664,-1,44,W
12,0,1,0,0,0.0,0,0,8,0,8,32797.0,3,2,1,4,2,38474.0,-1,2,W
33,0,2,0,2,0.0,1,0,22,2,20,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,320.0,4,2,1,2,1,317.5,20000111,31,W
12,0,2,0,0,0.0,0,0,5,0,5,3620.0,2,2,1,1,0,-1,-1,2,W
7,0,1,0,2,0.0,1,0,4,2,2,615.0,1,1,1,2,3,95669.0,20100802,21,B
10,0,1,0,0,0.0,0,0,6,0,6,620.0,1,1,1,2,9,24323.0,-1,8,W
16,0,1,0,0,0.0,0,0,13,0,13,320.0,1,1,1,2,2,2768.0,-1,36,W
14,0,1,0,0,0.0,0,0,10,0,10,3620.0,1,1,1,4,2,2526.75,19970625,2,W
16,0,1,1,1,0.0,2,0,12,1,6,3620.0,1,1,1,4,1,2599.5,20090518,2,W
16,0,1,0,2,0.0,2,0,12,2,10,-1,0,0,0,2,3,69.0,20141231,0,W
9,0,1,0,1,0.0,2,0,5,1,3,320.0,2,1,1,2,1,49548.5,20120907,2,W
19,0,1,0,4,0.0,1,0,15,4,11,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,5,0.0,3,0,6,4,5,-1,0,0,0,0,0,-1,-1,0,B
18,1,3,1,14,0.0,0,0,7,4,0,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,86420.0,1,1,1,3,2,86389.0,20030314,2,W
15,0,1,0,0,0.0,0,0,11,0,11,3620.0,1,1,1,4,1,73823.5,20011105,2,W
13,0,1,0,0,0.0,0,0,9,0,9,1228.0,1,1,1,0,1,-1,19971011,35,W
7,0,1,0,0,0.0,0,0,4,0,4,320.0,1,1,1,3,2,320.0,-1,4,W
14,0,1,0,0,0.0,0,0,10,0,10,86420.0,1,1,1,4,1,97079.5,20000320,11,W
17,0,1,0,0,0.0,0,0,13,0,13,320.0,2,1,1,2,1,36175.0,19990815,2,W
12,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,3,1,20.333333333333332,-1,45,W
11,0,1,0,0,0.0,0,0,7,0,7,80.0,4,4,1,6,1,28068.333333333332,19940809,2,W
26,0,1,0,0,0.0,0,0,22,0,22,50.0,1,1,1,3,1,317.0,20111107,2,W
12,0,1,0,0,0.0,0,0,9,0,9,10818.0,1,1,1,3,11,56894.666666666664,-1,45,W
7,0,1,0,0,0.0,0,0,4,0,4,40.0,2,1,1,4,1,65483.25,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,2,2,1,2,1,60637.5,20100318,2,W
10,0,1,0,4,0.0,1,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
20,0,1,0,4,0.0,1,0,16,4,12,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,320.0,5,4,1,2,1,17950.5,19971231,2,W
5,0,1,0,1,0.0,2,0,2,1,2,620.0,1,1,2,2,3,348.0,-1,8,W
10,0,1,0,0,0.0,0,0,7,0,7,3610.0,3,1,1,2,2,2513.5,-1,4,W
10,0,1,0,0,0.0,0,0,6,0,6,3620.0,1,1,1,2,1,821.5,20040830,8,W
26,0,2,0,0,0.0,0,0,12,0,7,-1,0,0,0,0,0,-1,-1,0,W
16,0,2,0,0,0.0,0,0,10,0,10,3620.0,1,1,1,3,2,86413.33333333333,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,10070.0,1,1,1,4,1,11981.5,20130731,9,W
11,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,4,1,58685.5,-1,4,W
10,0,1,0,0,0.0,0,0,7,0,7,620.0,1,1,1,2,1,120052.0,-1,13,W
15,0,2,0,5,0.0,1,0,5,5,5,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,4,0.0,1,0,6,4,6,620.0,1,1,1,0,0,-1,-1,2,B
7,0,1,0,0,0.0,0,0,3,0,3,80.0,2,1,1,4,1,58927.0,19940930,2,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,3,2,318.0,19960122,23,W
10,0,1,0,0,0.0,0,0,6,0,6,320.0,4,1,1,5,3,2747.8,-1,2,W
8,0,1,0,0,0.0,0,0,5,0,5,200.0,2,2,2,13,11,78768.30769230769,-1,46,W
8,0,1,0,0,0.0,0,0,4,0,4,320.0,1,1,1,8,2,37427.875,19941201,2,W
15,0,2,0,6,0.0,3,0,6,4,4,-1,0,0,0,0,0,-1,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,2831.0,1,1,1,2,2,16697.5,20060411,20,W
14,0,2,0,3,0.0,1,0,7,3,7,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,10,0.0,1,0,5,5,3,-1,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,6,0,6,867.0,1,1,2,2,1,970.5,20040827,8,W
22,0,2,0,10,0.0,1,0,10,10,7,620.0,1,1,1,0,0,-1,-1,2,B
10,0,2,0,0,0.0,0,0,3,0,3,1161.6666666666667,1,1,1,2,1,653.75,-1,2,W
12,0,1,0,0,0.0,0,0,9,0,9,170.0,10,6,2,2,2,1343.5,-1,46,W
14,0,1,0,0,0.0,0,0,11,0,11,320.0,2,1,1,2,1,46135.5,-1,2,W
9,0,1,0,0,0.0,0,0,6,0,6,-1,1,1,1,2,2,86400.0,-1,4,W
12,0,1,0,0,0.0,0,0,9,0,9,319.0,5,4,1,2,1,35053.5,20120623,2,W
18,0,1,0,0,0.0,0,0,14,0,14,1820.0,2,2,1,2,1,128624.0,-1,2,W
16,0,1,0,0,0.0,0,0,12,0,12,80.0,1,1,1,4,1,59192.75,-1,2,W
12,0,1,0,0,0.0,0,0,8,0,8,40.0,2,1,1,6,1,55938.666666666664,20021220,28,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,12,3,26233.333333333332,19940429,2,W
15,0,1,0,0,0.0,0,0,11,0,11,140.0,1,1,1,2,1,132.5,20111024,6,W
19,0,1,0,0,0.0,0,0,15,0,15,80.0,0,1,1,4,1,88375.0,20110816,2,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
6,0,1,0,3,0.0,1,0,3,3,2,1513.0,3,1,1,8,7,98416.0,-1,8,B
15,0,2,0,5,0.0,1,0,6,5,6,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,320.0,2,2,1,2,1,52532.0,-1,2,W
9,0,1,0,0,0.0,0,0,6,0,6,3620.0,1,1,1,6,6,17047.166666666668,-1,6,W
10,0,2,0,0,0.0,0,0,3,0,3,320.0,2,2,1,3,1,1379.0,-1,16,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
16,0,1,0,0,0.0,0,0,12,0,12,-1,0,0,0,5,5,335240.2,20060204,0,W
7,0,1,0,0,0.0,0,0,4,0,4,86420.0,1,1,1,2,1,294.0,-1,9,W
15,0,1,0,0,0.0,0,0,11,0,11,86420.0,1,1,1,7,2,58058.0,20090710,2,W
12,0,1,0,0,0.0,0,0,8,0,8,80.0,1,1,1,2,1,1804.0,19980730,2,W
16,0,1,0,0,0.0,0,0,12,0,12,3620.0,1,1,1,2,1,7148.5,19951223,2,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,2,2,1,2,1,9575.5,20090915,2,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,2,1,8883.5,19980901,2,W
18,0,2,0,4,0.0,1,0,8,4,8,-1,0,0,0,0,0,-1,-1,0,B
19,0,1,0,0,0.0,0,0,15,0,15,14420.0,1,1,1,3,1,72276.33333333333,19991216,3,W
18,0,1,0,0,0.0,0,0,14,0,14,320.0,1,1,1,3,1,919.6666666666666,20000616,2,W
13,0,1,0,1,0.0,2,0,9,1,7,3620.0,1,1,1,2,1,72.0,20000321,2,W
14,0,1,0,0,0.0,0,0,10,0,10,30.0,1,1,1,2,7,48430.5,-1,8,W
9,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,2,0,0,-1,20100305,8,W
7,0,1,0,0,0.0,0,0,3,0,3,1895.0,1,1,1,0,1,-1,19940526,28,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,2,2,1,4,2,311.0,19970520,2,W
20,1,3,1,16,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
14,0,2,0,3,0.0,1,0,6,3,6,-1,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,1820.0,2,2,1,5,2,250.2,-1,9,W
10,0,1,0,2,0.0,1,0,6,2,4,-1,0,0,0,0,0,-1,-1,0,B
18,0,1,0,0,0.0,0,0,14,0,14,80.0,1,1,1,4,1,60456.5,20120530,2,W
12,0,1,1,0,0.0,0,0,9,0,6,320.0,2,1,1,2,1,40046.0,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,3,2,2241.6666666666665,20030710,2,W
23,0,1,0,0,0.0,0,0,14,0,8,-1,0,0,0,0,0,-1,-1,0,W
8,0,1,0,0,0.0,0,0,4,0,4,140.0,1,1,1,2,2,137.5,20020810,8,W
6,0,1,0,0,0.0,0,0,3,0,3,-1,0,0,0,2,7,46032.0,-1,0,W
23,0,2,0,0,0.0,0,0,16,0,16,320.0,1,1,1,5,1,42818.4,-1,16,W
9,0,1,0,0,0.0,0,0,5,0,5,41261.0,1,1,1,3,2,43009.0,20020907,33,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,620.0,1,1,1,6,1,1961.6666666666667,20030805,5,W
16,0,1,0,0,0.0,0,0,12,0,12,318.0,1,1,1,2,1,10810.5,19951223,7,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,620.0,1,1,2,5,6,286.4,20000107,8,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,38420.0,1,1,1,2,1,86379.5,-1,7,W
10,0,1,0,0,0.0,0,0,6,0,6,320.0,3,2,1,5,5,60365.6,20030126,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
31,0,2,0,13,0.0,5,0,20,8,12,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,11,0.0,1,0,11,11,3,-1,0,0,0,0,0,-1,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,7220.0,1,1,1,5,3,914.2,-1,1,W
17,0,1,0,0,0.0,0,0,13,0,13,259.0,1,1,1,2,1,437.5,20031226,2,W
10,0,1,0,0,0.0,0,0,6,0,6,50.0,1,1,1,3,1,1219.6666666666667,19950213,2,W
11,0,1,0,4,0.0,1,0,7,4,3,3620.0,1,1,1,2,2,293.0,-1,28,B
12,0,1,0,0,0.0,0,0,9,0,9,320.0,2,1,1,2,1,44663.0,20080128,2,W
10,0,1,0,0,0.0,0,0,6,0,6,80.0,1,1,1,4,1,126681.5,20090618,2,W
7,0,1,0,0,0.0,0,0,3,0,3,1820.0,1,1,1,4,1,1214.0,-1,2,W
14,0,1,0,0,0.0,0,0,10,0,10,920.0,1,1,1,4,1,17260.5,20000224,2,W
13,0,1,0,0,0.0,0,0,9,0,9,86420.0,1,1,1,2,1,84917.0,20021226,20,W
13,0,1,0,0,0.0,0,0,10,0,10,28820.0,1,1,1,2,4,41138.5,-1,47,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,79737.0,4,1,1,4,1,103966.75,20130228,2,W
20,0,3,0,8,0.0,1,0,7,5,7,-1,0,0,0,0,0,-1,-1,0,B
29,0,5,0,12,0.0,3,0,10,10,3,-1,0,0,0,0,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
26,0,1,3,0,0.0,0,0,22,0,9,320.0,2,2,1,2,1,15293.0,20140422,2,W
11,0,1,0,0,0.0,0,0,7,0,7,40.0,2,1,1,8,1,37533.0,20010502,2,W
14,0,2,0,3,0.0,1,0,6,3,6,1820.0,1,1,1,0,0,-1,-1,28,B
12,0,1,0,0,0.0,0,0,8,0,8,311.0,1,1,1,3,2,3573.6666666666665,20030608,5,W
14,0,1,0,0,0.0,0,0,10,0,10,620.0,1,1,1,2,2,548.5,20100213,2,W
10,0,1,0,0,0.0,0,0,6,0,6,10005.0,1,1,1,4,1,4740.0,20051212,2,W
7,0,1,0,4,0.0,1,0,4,4,2,55.0,1,1,1,1,1,28.0,20141004,2,B
15,0,2,0,6,0.0,3,0,6,2,4,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,620.0,1,1,1,2,1,617.5,20100421,33,W
9,0,1,0,3,0.0,1,0,5,3,3,620.0,1,1,1,0,0,-1,20100613,2,B
10,0,1,0,0,0.0,0,0,6,0,6,310.0,1,1,1,2,4,27375.0,20131015,2,W
19,0,1,0,0,0.0,0,0,15,0,15,320.0,2,1,1,2,1,42975.5,20141030,2,W
11,0,1,0,0,0.0,0,0,8,0,8,3619.0,1,1,1,2,1,2119.5,-1,23,W
7,0,1,0,0,0.0,0,0,4,0,4,21617.0,1,1,1,2,1,21609.5,-1,2,W
7,0,1,0,0,0.0,0,0,4,0,4,380.0,1,1,1,2,2,3680.0,-1,13,W
17,0,2,0,4,0.0,5,0,7,2,5,-1,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,42919.0,6,1,2,6,1,309.6666666666667,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,-1,0,0,0,5,4,550.2,-1,0,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
7,0,1,0,0,0.0,0,0,4,0,4,-1,0,0,0,2,7,70141.5,-1,0,W
16,0,1,0,0,0.0,0,0,12,0,12,320.0,8,1,1,2,1,1123.0,20091124,2,W
11,0,1,0,0,0.0,0,0,7,0,7,920.0,1,1,1,2,2,30542.0,20140820,12,W
9,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,2,2,7,84774.5,20040721,8,W
9,0,1,0,0,0.0,0,0,6,0,6,620.0,1,1,1,2,2,4897.5,-1,5,W
10,0,1,0,0,0.0,0,0,6,0,6,80.0,1,1,1,4,1,48946.75,-1,2,W
17,0,1,0,0,0.0,0,0,13,0,13,3620.0,1,1,1,4,4,1798.25,20120108,2,W
